,cell_type,gbar_Im,gbar_Ih,gbar_NaTs,gbar_Nap,gbar_K_P,gbar_K_T,gbar_SK,gbar_Kv3_1,gbar_Ca_HVA,gbar_Ca_LVA,gamma_CaDynamics,decay_CaDynamics,soma_g_pas,axon_g_pas,dend_g_pas,apic_g_pas,gbar_NaV,gbar_Kd,gbar_Kv2like,gbar_Im_v2,cre_line,dendrite_type
526,False,,,,,,,,,,,,,,,,,,,,,Scnn1a-Tg3-Cre,spiny
527,False,,,,,,,,,,,,,,,,,,,,,Chrna2-Cre_OE25,aspiny
528,False,,,,,,,,,,,,,,,,,,,,,Cux2-CreERT2,spiny
529,False,,,,,,,,,,,,,,,,,,,,,Scnn1a-Tg3-Cre,spiny
530,False,,,,,,,,,,,,,,,,,,,,,Scnn1a-Tg3-Cre,spiny
531,False,,,,,,,,,,,,,,,,,,,,,Pvalb-IRES-Cre,aspiny
532,False,,,,,,,,,,,,,,,,,,,,,Nr5a1-Cre,spiny
533,Scnn1a-Tg2-Cre__L5__exc,0.003492408335126595,5.418081150598317e-06,0.8268400974790846,0.00032180759416365894,0.0022262162582734613,8.182256736193405e-05,0.00035960675110397784,0.2461636082751979,0.00014701255189385293,0.0011962847227825894,0.008752471727656298,711.4082294354927,4.956044265336261e-06,0.0001269393667268256,4.641507202718846e-07,0.0003136023869758799,,,,,Scnn1a-Tg2-Cre,spiny
534,False,,,,,,,,,,,,,,,,,,,,,Nkx2-1-CreERT2,aspiny
535,False,5.55506624033697e-09,0.0016986045370106118,1.7067696585029442,4.221625119572997e-05,0.0008216099796069798,0.021612584656252317,0.0020491278981477085,0.1994410257657338,2.176881313904028e-05,0.0003221500439589342,0.04303009032706992,355.2522067932482,0.00015539999049658795,0.00034787126351758615,3.0006977669608325e-07,6.773622143322405e-07,,,,,Human,spiny
536,False,,,,,,,,,,,,,,,,,,,,,Pvalb-IRES-Cre,aspiny
537,False,,,,,,,,,,,,,,,,,,,,,Scnn1a-Tg3-Cre,spiny
538,Rorb-IRES2-Cre__L4__exc,0.0018169078979788922,4.535732235259688e-06,0.7410813927544011,0.00011744497418863759,6.783398373428652e-06,0.0005155000697603211,0.00032876666821424205,0.18125553390379406,0.0008721428663515643,0.002756332161658225,0.0004760530547587238,682.6670252225166,7.991572226776717e-05,0.0009490059035824076,8.590110264507403e-05,1.0010489714873117e-07,,,,,Rorb-IRES2-Cre,spiny
539,Rorb-IRES2-Cre__L4__exc,,2.5374725765871708e-06,,,,0.0217957662787468,0.0008353843492395903,0.2377507986732859,0.0003841900574599605,0.00020569925173446798,0.0053165424812619405,952.3338946184523,0.00040582050830603744,0.0005437630356649297,6.966002961666636e-05,4.627530205532932e-05,0.34453074059624594,2.156214998585661e-11,0.011400590254160202,0.011617082423130923,Rorb-IRES2-Cre,spiny
540,False,,,,,,,,,,,,,,,,,,,,,Rbp4-Cre_KL100,spiny
541,False,,,,,,,,,,,,,,,,,,,,,Ndnf-IRES2-dgCre,aspiny
542,False,,,,,,,,,,,,,,,,,,,,,Nos1-CreERT2|Sst-IRES-FlpO,aspiny
543,False,,,,,,,,,,,,,,,,,,,,,Sst-IRES-Cre,aspiny
544,False,,,,,,,,,,,,,,,,,,,,,Human,spiny
545,False,,,,,,,,,,,,,,,,,,,,,Human,aspiny
546,False,,,,,,,,,,,,,,,,,,,,,Scnn1a-Tg2-Cre,spiny
547,False,,,,,,,,,,,,,,,,,,,,,Pvalb-IRES-Cre,aspiny
548,False,,,,,,,,,,,,,,,,,,,,,Penk-IRES2-Cre-neo,spiny
549,False,,,,,,,,,,,,,,,,,,,,,Human,spiny
550,False,,,,,,,,,,,,,,,,,,,,,Pvalb-IRES-Cre,aspiny
551,False,,,,,,,,,,,,,,,,,,,,,Rorb-IRES2-Cre,spiny
552,False,,,,,,,,,,,,,,,,,,,,,Oxtr-T2A-Cre,sparsely spiny
553,False,,,,,,,,,,,,,,,,,,,,,Nos1-CreERT2|Sst-IRES-FlpO,aspiny
554,False,,,,,,,,,,,,,,,,,,,,,Scnn1a-Tg3-Cre,spiny
555,False,,,,,,,,,,,,,,,,,,,,,Ndnf-IRES2-dgCre,aspiny
556,False,,,,,,,,,,,,,,,,,,,,,Ndnf-IRES2-dgCre,aspiny
557,False,,,,,,,,,,,,,,,,,,,,,Scnn1a-Tg2-Cre,spiny
558,Sst-IRES-Cre__L5__inh,,0.0007337544210247205,,,,0.02291711083772221,0.0011121891104551194,1.4784307588522103,0.0004133082137285339,0.009095308345800286,0.00037275448687577796,504.5017661966117,1.0019984158942348e-07,2.1048331264379293e-05,1.0095474328890298e-07,,0.06521668770279168,2.2051924012275134e-07,9.677828887282132e-05,2.6491364252622626e-08,Sst-IRES-Cre,aspiny
559,False,,,,,,,,,,,,,,,,,,,,,Ndnf-IRES2-dgCre,aspiny
560,False,,,,,,,,,,,,,,,,,,,,,Nr5a1-Cre,spiny
561,False,,,,,,,,,,,,,,,,,,,,,Human,spiny
562,False,,,,,,,,,,,,,,,,,,,,,Nkx2-1-CreERT2,aspiny
563,Cux2-CreERT2__L4__exc,2.9216470984935053e-05,0.000450082723141021,2.427465335691612,0.002411464149587043,0.04741227976926626,0.019017689032564664,0.0024184559473504627,0.3214390314802328,0.0004190219421050768,0.0037941348840371467,0.0003817032734110215,925.471116354496,0.0007522274256802499,0.0005691669019786847,2.805518655546474e-05,1.4198862482616674e-07,,,,,Cux2-CreERT2,spiny
564,False,,,,,,,,,,,,,,,,,,,,,Human,spiny
565,False,,,,,,,,,,,,,,,,,,,,,Gad2-IRES-Cre,aspiny
566,False,,,,,,,,,,,,,,,,,,,,,Rbp4-Cre_KL100,spiny
567,False,,,,,,,,,,,,,,,,,,,,,Sst-IRES-Cre,aspiny
568,False,,,,,,,,,,,,,,,,,,,,,Chrna2-Cre_OE25,aspiny
569,Scnn1a-Tg3-Cre__L5__exc,0.0004635301383492449,1.283528347906667e-05,0.3807059326912132,0.0022379403639421814,0.0600835235180559,1.3959370178805598e-07,9.487735914091203e-05,0.06390693537121442,3.813199399395173e-06,0.009602879739681184,0.004610792426813447,302.94554137537085,0.0006223498062770245,0.000139123821072875,1.0032003820687564e-07,0.00021600223258365692,,,,,Scnn1a-Tg3-Cre,spiny
570,False,,,,,,,,,,,,,,,,,,,,,Sst-IRES-Cre,aspiny
571,False,0.00236098322392756,0.007438220037538883,0.9661058708079721,9.207441003579176e-05,0.03970998239011397,0.0001434698297299586,0.0022417726537671268,2.2294979027230487e-06,0.0003844830460486325,0.005180131492208628,0.00031010839977883706,652.423325149873,0.0005299621063953829,0.00022304604767587783,1.0042289345358587e-05,0.0002653614081731329,,,,,Human,spiny
572,False,,,,,,,,,,,,,,,,,,,,,Htr3a-Cre_NO152,aspiny
573,False,,,,,,,,,,,,,,,,,,,,,Cux2-CreERT2,spiny
574,False,,,,,,,,,,,,,,,,,,,,,Rbp4-Cre_KL100,spiny
575,False,,,,,,,,,,,,,,,,,,,,,Vip-IRES-Cre,aspiny
576,False,0.004007800955794261,0.0021727387653817432,1.8122397285177643,0.0008254135400936558,0.03683653024825434,0.0053528191393693286,0.7079547996146921,0.20342954862226592,0.000991171151133316,0.009962964299216665,2.6293829531348625e-05,432.06753003335405,8.797975162248285e-05,6.335063280488485e-05,2.3635854945280016e-06,3.219071574185537e-07,,,,,Human,spiny
577,False,,,,,,,,,,,,,,,,,,,,,Human,spiny
578,False,,,,,,,,,,,,,,,,,,,,,Pvalb-IRES-Cre,aspiny
579,False,,,,,,,,,,,,,,,,,,,,,Pvalb-IRES-Cre,aspiny
580,False,,,,,,,,,,,,,,,,,,,,,Cux2-CreERT2,spiny
581,False,,,,,,,,,,,,,,,,,,,,,Esr2-IRES2-Cre,spiny
582,False,,,,,,,,,,,,,,,,,,,,,Human,spiny
583,False,,,,,,,,,,,,,,,,,,,,,Ndnf-IRES2-dgCre,aspiny
584,False,,,,,,,,,,,,,,,,,,,,,Rbp4-Cre_KL100,spiny
585,False,,,,,,,,,,,,,,,,,,,,,Vip-IRES-Cre,spiny
586,False,,,,,,,,,,,,,,,,,,,,,Htr3a-Cre_NO152,aspiny
587,Pvalb-IRES-Cre__L2/3__inh,,2.487019537951188e-08,,,,0.047472275470938685,0.0007682441153774168,0.6861526161382793,0.0009787775475970713,0.00711142234068936,0.048319402502579,24.122304324561792,0.0008872822757614012,0.0003939552793154209,8.707442699311434e-07,,0.030751221511355894,1.3705780459353649e-07,0.1026355892856434,2.809459895382252e-06,Pvalb-IRES-Cre,aspiny
588,False,,,,,,,,,,,,,,,,,,,,,Human,spiny
589,Htr3a-Cre_NO152__L6__exc,0.0033831978607412397,0.0006793626865748116,0.4775610030110376,0.00019884221313326567,9.098079067904052e-09,8.187409386971051e-08,0.001801772887893584,0.3605597452034566,9.035676469276726e-05,0.0016698059966334738,0.006457020008995684,477.53128271043886,0.00029758759401981504,4.585195112978317e-06,1.1104258099230587e-07,9.360292283046481e-07,,,,,Htr3a-Cre_NO152,spiny
590,False,,,,,,,,,,,,,,,,,,,,,Sst-IRES-Cre,sparsely spiny
591,Scnn1a-Tg3-Cre__L4__exc,0.00011215709095308003,0.00045041730360183567,1.1281486914123688,0.000957821686670235,0.09664812444056836,2.240620460713938e-05,0.006860173783008239,0.3304377306672108,0.0002683617794533561,0.00779381818282927,0.00044743022380752,998.9926610140036,0.0009171003354129099,0.0007480430321194692,0.00016449702719528828,4.460677150107673e-05,,,,,Scnn1a-Tg3-Cre,spiny
592,False,,,,,,,,,,,,,,,,,,,,,Tlx3-Cre_PL56,spiny
593,False,,,,,,,,,,,,,,,,,,,,,Vip-IRES-Cre,sparsely spiny
594,False,1.4855054410818982e-05,4.014838078658656e-08,3.0290100773213067,1.9106398302902447e-07,0.08919642470670575,0.0005489904732597613,0.0005441302605268049,0.22171093116773424,1.4296811789553945e-06,0.007942250646632197,0.010725536812637146,379.9875280507703,0.0003687928823128762,0.0003725751755644292,6.1962459597920635e-06,1.0810274962688703e-07,,,,,Human,spiny
595,False,,,,,,,,,,,,,,,,,,,,,Oxtr-T2A-Cre,aspiny
596,False,,,,,,,,,,,,,,,,,,,,,Scnn1a-Tg3-Cre,spiny
597,False,,,,,,,,,,,,,,,,,,,,,Ntsr1-Cre_GN220,spiny
598,False,,,,,,,,,,,,,,,,,,,,,Pvalb-IRES-Cre,aspiny
599,False,,,,,,,,,,,,,,,,,,,,,Htr3a-Cre_NO152,aspiny
600,False,,,,,,,,,,,,,,,,,,,,,Sst-IRES-Cre,aspiny
601,False,,,,,,,,,,,,,,,,,,,,,Oxtr-T2A-Cre,aspiny
602,False,,,,,,,,,,,,,,,,,,,,,Chat-IRES-Cre-neo,aspiny
603,False,,,,,,,,,,,,,,,,,,,,,Ntsr1-Cre_GN220,spiny
604,False,,,,,,,,,,,,,,,,,,,,,Nkx2-1-CreERT2,aspiny
605,False,,,,,,,,,,,,,,,,,,,,,Nos1-CreERT2|Sst-IRES-FlpO,aspiny
606,False,,,,,,,,,,,,,,,,,,,,,Vipr2-IRES2-Cre,sparsely spiny
607,False,,,,,,,,,,,,,,,,,,,,,Ndnf-IRES2-dgCre,aspiny
608,False,,,,,,,,,,,,,,,,,,,,,Chat-IRES-Cre-neo,aspiny
609,False,,,,,,,,,,,,,,,,,,,,,Nkx2-1-CreERT2,aspiny
610,False,,,,,,,,,,,,,,,,,,,,,Human,aspiny
611,False,,,,,,,,,,,,,,,,,,,,,Scnn1a-Tg3-Cre,spiny
612,False,,,,,,,,,,,,,,,,,,,,,Nr5a1-Cre,spiny
613,False,,,,,,,,,,,,,,,,,,,,,Scnn1a-Tg3-Cre,spiny
614,False,,,,,,,,,,,,,,,,,,,,,Scnn1a-Tg3-Cre,spiny
615,False,,,,,,,,,,,,,,,,,,,,,Vip-IRES-Cre,aspiny
616,False,,,,,,,,,,,,,,,,,,,,,Sst-IRES-Cre,aspiny
617,False,,,,,,,,,,,,,,,,,,,,,Pvalb-IRES-Cre,aspiny
618,False,,,,,,,,,,,,,,,,,,,,,Nr5a1-Cre,aspiny
619,False,,,,,,,,,,,,,,,,,,,,,Sst-IRES-Cre,aspiny
620,Htr3a-Cre_NO152__L2/3__inh,0.0012238578235194474,0.0006968697100803527,0.5129215354861838,0.002112922867713241,0.1452665069399357,0.07780540389875437,0.43861186497288185,0.30819436973288017,0.0008992717899296213,0.00317787386993855,0.00014756066928834908,88.00733647759031,6.44115292684582e-05,0.0006642619942119432,9.867080793261427e-06,,,,,,Htr3a-Cre_NO152,aspiny
621,False,,,,,,,,,,,,,,,,,,,,,Human,spiny
622,False,,,,,,,,,,,,,,,,,,,,,Pvalb-IRES-Cre,aspiny
623,Cux2-CreERT2__L4__exc,0.0005623794768300328,0.00020376422498731285,0.2724114573680703,4.365414169546543e-05,0.01645327815221198,0.01725263191907769,0.002002682873729521,9.9876486633045e-05,2.9538276795630786e-05,2.6319879339898462e-06,0.017560180453367717,299.650958860204,0.00023250368117689967,7.665680566576691e-05,0.00030846520987600477,6.848263214733311e-05,,,,,Cux2-CreERT2,spiny
624,False,,,,,,,,,,,,,,,,,,,,,Rorb-IRES2-Cre,aspiny
625,False,,,,,,,,,,,,,,,,,,,,,Tlx3-Cre_PL56,spiny
626,False,,,,,,,,,,,,,,,,,,,,,Nr5a1-Cre,spiny
627,False,,,,,,,,,,,,,,,,,,,,,Oxtr-T2A-Cre,aspiny
628,False,,,,,,,,,,,,,,,,,,,,,Chrna2-Cre_OE25,spiny
629,False,,,,,,,,,,,,,,,,,,,,,Pvalb-IRES-Cre,aspiny
630,False,,,,,,,,,,,,,,,,,,,,,Pvalb-IRES-Cre,aspiny
631,False,,,,,,,,,,,,,,,,,,,,,Nr5a1-Cre,spiny
632,False,,,,,,,,,,,,,,,,,,,,,Chat-IRES-Cre-neo,aspiny
633,False,,,,,,,,,,,,,,,,,,,,,Rorb-IRES2-Cre,aspiny
634,False,,,,,,,,,,,,,,,,,,,,,Pvalb-IRES-Cre,aspiny
635,False,,,,,,,,,,,,,,,,,,,,,Chrna2-Cre_OE25,aspiny
636,False,,,,,,,,,,,,,,,,,,,,,Sst-IRES-Cre,aspiny
637,False,,,,,,,,,,,,,,,,,,,,,Scnn1a-Tg3-Cre,spiny
638,False,,,,,,,,,,,,,,,,,,,,,Nos1-CreERT2|Sst-IRES-FlpO,aspiny
639,False,,,,,,,,,,,,,,,,,,,,,Nr5a1-Cre,spiny
640,False,,,,,,,,,,,,,,,,,,,,,Human,spiny
641,False,,,,,,,,,,,,,,,,,,,,,Gad2-IRES-Cre,aspiny
642,False,,,,,,,,,,,,,,,,,,,,,Sst-IRES-Cre,aspiny
643,False,,,,,,,,,,,,,,,,,,,,,Nkx2-1-CreERT2,aspiny
644,False,,,,,,,,,,,,,,,,,,,,,Vip-IRES-Cre,aspiny
645,False,,,,,,,,,,,,,,,,,,,,,Htr3a-Cre_NO152,aspiny
646,False,,,,,,,,,,,,,,,,,,,,,Human,spiny
647,False,,,,,,,,,,,,,,,,,,,,,Chat-IRES-Cre-neo,aspiny
648,False,,,,,,,,,,,,,,,,,,,,,Vip-IRES-Cre,aspiny
649,False,,,,,,,,,,,,,,,,,,,,,Rorb-IRES2-Cre,spiny
650,False,,,,,,,,,,,,,,,,,,,,,Human,spiny
651,Scnn1a-Tg2-Cre__L4__exc,0.00840249339421576,0.008216776250907666,0.14512176474070435,0.00140766390432294,0.06016276544632726,1.4793621241166299e-06,0.37151234454085824,1.1986136981945172e-05,0.000841517297482283,0.0003656892364828543,2.550692230210983e-05,789.9514075778312,1.8125102111030096e-07,0.000691461726186875,0.0002039596280166224,0.00015188904241949052,,,,,Scnn1a-Tg2-Cre,spiny
652,False,,,,,,,,,,,,,,,,,,,,,Nkx2-1-CreERT2,aspiny
653,False,,,,,,,,,,,,,,,,,,,,,Nos1-CreERT2|Sst-IRES-FlpO,aspiny
654,False,,,,,,,,,,,,,,,,,,,,,Esr2-IRES2-Cre,spiny
655,False,,,,,,,,,,,,,,,,,,,,,Vip-IRES-Cre,aspiny
656,False,,,,,,,,,,,,,,,,,,,,,Rorb-IRES2-Cre,spiny
657,False,,,,,,,,,,,,,,,,,,,,,Sim1-Cre_KJ18,spiny
658,False,,,,,,,,,,,,,,,,,,,,,Nr5a1-Cre,spiny
659,False,,,,,,,,,,,,,,,,,,,,,Vipr2-IRES2-Cre,aspiny
660,False,,,,,,,,,,,,,,,,,,,,,Pvalb-IRES-Cre,aspiny
661,False,,,,,,,,,,,,,,,,,,,,,Htr3a-Cre_NO152|Pvalb-T2A-Dre,aspiny
662,False,,,,,,,,,,,,,,,,,,,,,Tlx3-Cre_PL56,spiny
663,False,,,,,,,,,,,,,,,,,,,,,Oxtr-T2A-Cre,sparsely spiny
664,False,,,,,,,,,,,,,,,,,,,,,Htr3a-Cre_NO152,aspiny
665,Cux2-CreERT2__L2/3__exc,0.0002836840689563063,4.314651014112247e-08,0.6838817113482546,1.04318930264212e-06,0.03605217478073147,1.4388693124094332e-09,0.0009437495816197668,0.07834341196986133,5.0646472578986797e-05,0.0019267653289255387,0.005385368415172307,902.5077593614816,4.203814134980565e-06,0.00034099075974513415,1.0036145647763225e-07,6.416457085081553e-05,,,,,Cux2-CreERT2,spiny
666,False,,,,,,,,,,,,,,,,,,,,,Cux2-CreERT2,spiny
667,False,,,,,,,,,,,,,,,,,,,,,Human,spiny
668,False,,,,,,,,,,,,,,,,,,,,,Pvalb-IRES-Cre,aspiny
669,False,,,,,,,,,,,,,,,,,,,,,Scnn1a-Tg2-Cre,spiny
670,False,,,,,,,,,,,,,,,,,,,,,Ntsr1-Cre_GN220,aspiny
671,False,,,,,,,,,,,,,,,,,,,,,Pvalb-IRES-Cre,aspiny
672,False,,,,,,,,,,,,,,,,,,,,,Vip-IRES-Cre,sparsely spiny
673,Rorb-IRES2-Cre__L6__exc,,9.253230657635392e-05,,,,0.00020243180377690903,0.013736518214821802,0.004208101597882229,0.0002093374502151193,1.657370737747521e-05,0.0017620150302349656,970.6044761612634,6.471106970479399e-05,0.0008157840996815405,9.466283567466588e-05,5.843488503922544e-06,0.12461702478064113,0.008399455073637116,0.05576670512712936,0.003216446723208481,Rorb-IRES2-Cre,spiny
674,False,,,,,,,,,,,,,,,,,,,,,Ctgf-T2A-dgCre,spiny
675,False,,,,,,,,,,,,,,,,,,,,,Htr3a-Cre_NO152,aspiny
676,False,,,,,,,,,,,,,,,,,,,,,Ctgf-T2A-dgCre,aspiny
677,False,,,,,,,,,,,,,,,,,,,,,Human,spiny
678,False,,,,,,,,,,,,,,,,,,,,,Ctgf-T2A-dgCre,spiny
679,False,,,,,,,,,,,,,,,,,,,,,Rorb-IRES2-Cre,spiny
680,False,,,,,,,,,,,,,,,,,,,,,Human,spiny
681,False,,,,,,,,,,,,,,,,,,,,,Chat-IRES-Cre-neo,aspiny
682,False,,,,,,,,,,,,,,,,,,,,,Chat-IRES-Cre-neo,aspiny
683,False,,,,,,,,,,,,,,,,,,,,,Chat-IRES-Cre-neo,sparsely spiny
684,False,,,,,,,,,,,,,,,,,,,,,Scnn1a-Tg2-Cre,spiny
685,False,,,,,,,,,,,,,,,,,,,,,Rorb-IRES2-Cre,aspiny
686,Pvalb-IRES-Cre__L5__inh,,0.0007972086454180804,,,,0.033003520399875086,2.5383055414204995e-07,0.7043207964767586,6.444202991343462e-05,0.009781714515735774,0.04533685122142511,627.1619693008751,0.00036210926944568885,0.0009997175494835862,1.676453711588754e-07,,0.04091773399623139,2.9439623816689325e-10,0.0854285412441566,2.3722433575000224e-10,Pvalb-IRES-Cre,aspiny
687,False,,,,,,,,,,,,,,,,,,,,,Rorb-IRES2-Cre,spiny
688,False,,,,,,,,,,,,,,,,,,,,,Pvalb-IRES-Cre,aspiny
689,False,,,,,,,,,,,,,,,,,,,,,Slc32a1-T2A-FlpO|Vipr2-IRES2-Cre,sparsely spiny
690,False,,,,,,,,,,,,,,,,,,,,,Scnn1a-Tg3-Cre,spiny
691,False,,,,,,,,,,,,,,,,,,,,,Pvalb-IRES-Cre,aspiny
692,False,,,,,,,,,,,,,,,,,,,,,Rbp4-Cre_KL100,spiny
693,False,,,,,,,,,,,,,,,,,,,,,Scnn1a-Tg2-Cre,spiny
694,False,,,,,,,,,,,,,,,,,,,,,Pvalb-IRES-Cre,aspiny
695,False,,,,,,,,,,,,,,,,,,,,,Human,spiny
696,Scnn1a-Tg2-Cre__L4__exc,3.6252897138377983e-06,6.840195077018052e-13,0.8044581184790883,1.5287439466549202e-07,0.08634566092330033,1.7440121102829664e-07,0.004107070434466564,0.09334480751491714,0.0006083385537775258,0.009176923950397415,0.0006548059110591588,312.5538460997554,9.506239907185002e-05,6.743716555371297e-06,1.8372762835837482e-06,0.0004023723193135189,,,,,Scnn1a-Tg2-Cre,spiny
697,False,,,,,,,,,,,,,,,,,,,,,Human,spiny
698,False,0.00030092242875064064,3.4747474454348284e-05,2.9340712776136972,0.00027834876277937903,0.0002294964697530516,1.1414657313560486e-08,0.0029986173243412412,0.3687667632247488,0.0009983602924910325,0.00824261450980065,0.0008762096311710155,494.019552623446,0.0004214870638616726,0.00028089935810004884,3.6266435614535635e-05,4.1191702920664335e-05,,,,,Human,spiny
699,False,,,,,,,,,,,,,,,,,,,,,Rbp4-Cre_KL100,spiny
700,False,,,,,,,,,,,,,,,,,,,,,Ctgf-T2A-dgCre,spiny
701,False,,,,,,,,,,,,,,,,,,,,,Human,spiny
702,False,,,,,,,,,,,,,,,,,,,,,Tlx3-Cre_PL56,spiny
703,False,,,,,,,,,,,,,,,,,,,,,Human,spiny
704,False,,,,,,,,,,,,,,,,,,,,,Htr3a-Cre_NO152,aspiny
705,False,,,,,,,,,,,,,,,,,,,,,Rorb-IRES2-Cre,spiny
706,False,,,,,,,,,,,,,,,,,,,,,Sst-IRES-Cre,aspiny
707,False,,,,,,,,,,,,,,,,,,,,,Human,aspiny
708,False,,,,,,,,,,,,,,,,,,,,,Sst-IRES-Cre,aspiny
709,False,,,,,,,,,,,,,,,,,,,,,Human,spiny
710,False,,,,,,,,,,,,,,,,,,,,,Rbp4-Cre_KL100,spiny
711,False,,,,,,,,,,,,,,,,,,,,,Sst-IRES-Cre,aspiny
712,False,,,,,,,,,,,,,,,,,,,,,Pvalb-IRES-Cre,aspiny
713,False,,,,,,,,,,,,,,,,,,,,,Human,spiny
714,False,,,,,,,,,,,,,,,,,,,,,Chat-IRES-Cre-neo,aspiny
715,False,,,,,,,,,,,,,,,,,,,,,Vip-IRES-Cre,sparsely spiny
716,Pvalb-IRES-Cre__L4__inh,,0.00011251267793334455,,,,0.0568131286212657,0.00026878783495573664,1.3428938972515876,0.0004957525623264319,0.001990641739986519,0.025070619413340427,141.43036873948168,7.680282701453772e-05,8.502199063430764e-06,4.9795484189591145e-06,,0.12232518593113514,7.044118835296245e-10,0.09214457429636674,0.0103306740512839,Pvalb-IRES-Cre,aspiny
717,False,,,,,,,,,,,,,,,,,,,,,Ntsr1-Cre_GN220,spiny
718,False,,,,,,,,,,,,,,,,,,,,,Ntsr1-Cre_GN220,spiny
719,False,,,,,,,,,,,,,,,,,,,,,Human,spiny
720,False,,,,,,,,,,,,,,,,,,,,,Sst-IRES-Cre,aspiny
721,False,,,,,,,,,,,,,,,,,,,,,Sst-IRES-Cre,aspiny
722,False,,,,,,,,,,,,,,,,,,,,,Htr3a-Cre_NO152,spiny
723,False,,,,,,,,,,,,,,,,,,,,,Ctgf-T2A-dgCre,spiny
724,False,,,,,,,,,,,,,,,,,,,,,Human,spiny
725,False,0.00031033938496352885,0.00017618202676007494,3.2975265374032907,0.0012371294663867786,0.0715535603727544,0.00012723138728512606,0.09800750173617086,0.296018119163058,0.00030890362681180083,0.0020903187777019283,0.0006454170173392327,357.2459423217189,0.0006062065936259455,6.720686701059329e-05,7.945493460082596e-05,2.0096970921415808e-06,,,,,Human,spiny
726,False,,,,,,,,,,,,,,,,,,,,,Nos1-CreERT2|Sst-IRES-FlpO,aspiny
727,False,,,,,,,,,,,,,,,,,,,,,Nr5a1-Cre,spiny
728,False,,,,,,,,,,,,,,,,,,,,,Sst-IRES-Cre,sparsely spiny
729,False,,,,,,,,,,,,,,,,,,,,,Cux2-CreERT2,spiny
730,False,,,,,,,,,,,,,,,,,,,,,Ndnf-IRES2-dgCre,aspiny
731,False,,,,,,,,,,,,,,,,,,,,,Ndnf-IRES2-dgCre,aspiny
732,False,,,,,,,,,,,,,,,,,,,,,Oxtr-T2A-Cre,aspiny
733,False,,,,,,,,,,,,,,,,,,,,,Pvalb-IRES-Cre,aspiny
734,False,,,,,,,,,,,,,,,,,,,,,Vip-IRES-Cre,aspiny
735,False,,,,,,,,,,,,,,,,,,,,,Human,spiny
736,False,,,,,,,,,,,,,,,,,,,,,Tlx3-Cre_PL56,spiny
737,False,,,,,,,,,,,,,,,,,,,,,Vip-IRES-Cre,sparsely spiny
738,False,,,,,,,,,,,,,,,,,,,,,Rbp4-Cre_KL100,spiny
739,False,,,,,,,,,,,,,,,,,,,,,Sst-IRES-Cre,aspiny
740,False,,,,,,,,,,,,,,,,,,,,,Ntsr1-Cre_GN220,aspiny
741,False,,,,,,,,,,,,,,,,,,,,,Nos1-CreERT2,aspiny
742,False,,,,,,,,,,,,,,,,,,,,,Cux2-CreERT2,spiny
743,False,,,,,,,,,,,,,,,,,,,,,Human,aspiny
744,False,,,,,,,,,,,,,,,,,,,,,Vip-IRES-Cre,aspiny
745,False,,,,,,,,,,,,,,,,,,,,,Scnn1a-Tg3-Cre,spiny
746,False,,,,,,,,,,,,,,,,,,,,,Rorb-IRES2-Cre,spiny
747,False,,,,,,,,,,,,,,,,,,,,,Chat-IRES-Cre-neo,aspiny
748,False,,,,,,,,,,,,,,,,,,,,,Sst-IRES-Cre,aspiny
749,False,,,,,,,,,,,,,,,,,,,,,Pvalb-IRES-Cre,aspiny
750,False,,,,,,,,,,,,,,,,,,,,,Rbp4-Cre_KL100,spiny
751,False,,,,,,,,,,,,,,,,,,,,,Human,aspiny
752,False,,,,,,,,,,,,,,,,,,,,,Human,spiny
753,False,,,,,,,,,,,,,,,,,,,,,Pvalb-IRES-Cre,aspiny
754,False,,,,,,,,,,,,,,,,,,,,,Pvalb-IRES-Cre,aspiny
755,False,,,,,,,,,,,,,,,,,,,,,Nr5a1-Cre,spiny
756,False,,,,,,,,,,,,,,,,,,,,,Htr3a-Cre_NO152|Pvalb-T2A-Dre,aspiny
757,Rbp4-Cre_KL100__L4__exc,0.02332981201137045,9.692871654198864e-08,0.3448231153688809,0.002399534017389347,0.0005133302867399436,0.00035555199307475433,0.0010995410277168307,0.0001305103068736102,0.0006453231358683442,0.0047123698191640535,0.0005324492363855399,800.6525590548728,0.0007931690234776888,0.000419054901254712,4.871122730645588e-05,0.0009041788650989756,,,,,Rbp4-Cre_KL100,spiny
758,False,,,,,,,,,,,,,,,,,,,,,Nr5a1-Cre,spiny
759,False,,,,,,,,,,,,,,,,,,,,,Rorb-IRES2-Cre,spiny
760,False,,,,,,,,,,,,,,,,,,,,,Pvalb-IRES-Cre,aspiny
761,False,,,,,,,,,,,,,,,,,,,,,Htr3a-Cre_NO152,aspiny
762,False,,,,,,,,,,,,,,,,,,,,,Pvalb-IRES-Cre,aspiny
763,False,,,,,,,,,,,,,,,,,,,,,Pvalb-IRES-Cre,aspiny
764,False,,,,,,,,,,,,,,,,,,,,,Chrna2-Cre_OE25,aspiny
765,False,,,,,,,,,,,,,,,,,,,,,Human,spiny
766,False,,,,,,,,,,,,,,,,,,,,,Chrna2-Cre_OE25|Pvalb-T2A-Dre,aspiny
767,False,,,,,,,,,,,,,,,,,,,,,Htr3a-Cre_NO152,aspiny
768,False,,,,,,,,,,,,,,,,,,,,,Htr3a-Cre_NO152,aspiny
769,False,,,,,,,,,,,,,,,,,,,,,Rbp4-Cre_KL100,spiny
